"id","first_name","gender","start_date","last_login_time","salary","bonus_percent","senior_management","team","employee_id"
"74UVqr3E88JhuqvXKct1o","Heather","Female","1983-07-29","10:48:00",47605,"14.955",True,"Human Resources",100682
"4D4bIOF0CSgfjjjh35KwY","Stephanie","Female","1988-06-26","05:48:00",136604,"6.160",True,"Human Resources",100683
"l8xbxyoLLXO5skogRxhpf","Alice","Female","2013-02-09","00:49:00",121250,"4.363",True,"Finance",100684
"cHlE790Dp0iEmbxKHgio1","Frances","Female","2014-05-16","08:31:00",35884,"17.667",False,"Sales",100685
"sJsRCqLP7ybSshsLWdJ3C","Elizabeth","Female","1998-07-27","11:12:00",137144,"10.081",False,"Finance",100686
"ndGGLRxPNjVs4aMsVs7z3","Janice","Female","2009-12-17","06:42:00",102697,"3.283",False,"Engineering",100687
"My1BzeGBeMFiV32E5XnkD","Donald","Male","1991-08-01","02:25:00",61999,"6.466",False,"Product",100688
"m9CEtyldzc4FI3IlZiHgs","Melissa","Female","2002-10-22","01:20:00",45223,"8.879",True,"Legal",100689
"aziB1dv5v3dNqgKuIrzCJ","Carl","Male","2010-07-07","13:33:00",54033,"15.528",True,"Business Development",100690
"JZ0JVBeHJRlCO7l8GiPC3","Lois","Female","2015-12-11","16:10:00",99747,"6.168",False,"Marketing",100691
"IYiXJTl2CBlT7CaRNyrCz","Ann","Female","2001-09-28","06:37:00",71958,"5.272",True,"Distribution",100692
"t2r3fXUCi9e3WSaeTeZAx","Todd","Male","1983-01-04","12:34:00",115566,"6.716",True,"Client Services",100693
"UvHrVL5wWe2SG10izzYrd","Marilyn","Female","1996-01-16","07:18:00",118369,"7.696",True,"Business Development",100694
"ppEVUHONhpImeoUHD4hYS","Shawn","Male","2008-03-13","17:36:00",51667,"6.339",False,"Product",100695
"fLL6U6HxALqA77Hczmrki","Ryan","Male","1999-04-27","03:41:00",85858,"19.475",False,"Client Services",100696
"y4j5fYLuAFGxdnbcJ2T2E","Sean","Male","2009-03-21","11:38:00",131423,"8.957",False,"Distribution",100697
"jxX9cLuRfbEOqGPyYUBFm","Rose","Female","2002-01-02","21:14:00",49538,"9.828",False,"Client Services",100698
"ztDaEYA76eNY0uuFsNd8Z","George","Male","2015-06-05","05:40:00",50369,"18.900",True,"Sales",100699
"lvMKB7CdxhaxN53GzcPmW","Arthur","Male","2013-12-05","08:44:00",86615,"3.412",True,"Business Development",100700
"kYOsLPLSmRfXhZAS560sS","Deborah","Female","2003-11-11","16:53:00",60003,"9.624",False,"Client Services",100701
"27FQTnPcCA2aS9YKWd1hW","Judith","Female","2004-03-01","07:32:00",109324,"19.488",False,"Distribution",100702
"3hivc7dpHEy8RVNUrW2UX","Philip","Male","2005-03-11","10:56:00",103557,"16.014",True,"Business Development",100703
"zZ98sDHrfz3cE29wruXgX","Jeffrey","Male","1986-09-20","06:06:00",111376,"2.673",True,"Business Development",100704
"NyaRD6fTGvA6Ud0A6ycV3","Theresa","Female","2001-04-27","21:17:00",75661,"1.079",True,"Legal",100705
"6LtYeZJRsPBvpvAx56Lmn","Nancy","Female","2001-09-10","23:57:00",85213,"2.386",True,"Marketing",100706
"nCTZ0MrOBTKAXS4TpiFPM","Harold","Male","2012-06-23","12:40:00",140444,"3.771",False,"Distribution",100707
"RrRe2tegWygF13kI7HAVl","Bonnie","Female","2008-12-23","09:26:00",90427,"2.010",True,"Client Services",100708
"d78b2G6qAjrxRETqQcEC3","Doris","Female","1993-07-05","17:54:00",141439,"3.799",False,"Business Development",100709
"TXkmgSTiFDAgDEAvR6jqT","Samuel","Male","1997-08-07","12:40:00",43694,"3.787",True,"Engineering",100710
"F3XW2qngW7ZbA8F0heDka","Alice","Female","1996-03-23","03:09:00",131952,"12.090",False,"Engineering",100711
"BC12GtRYtY0jgayI3JApv","Maria","Female","2003-03-14","17:23:00",96250,"10.056",False,"Business Development",100712
"bcA6FXms8ej4hGoqbHJdO","Andrew","Male","1990-09-28","09:38:00",137386,"8.611",True,"Distribution",100713
"EeXkbpogILa7HyFvNNzFb","William","Male","1997-06-26","08:33:00",104840,"15.653",True,"Engineering",100714
"jXaGXXNJ4b6s6xYjNsIPp","Lori","Female","2015-11-20","13:15:00",75498,"6.537",True,"Marketing",100715
"5O0vjdrTRGFNqxCIr1kgW","Wayne","Male","2006-09-08","11:09:00",67471,"2.728",False,"Engineering",100716
"kutRpsiz4TZojM8cGbARc","Kenneth","Male","2006-05-10","08:24:00",101914,"1.905",True,"Distribution",100717
"0xnNwwGxR8UZNYGxDl8iR","Ashley","Female","2006-03-31","13:24:00",142410,"11.048",True,"Engineering",100718
"WJMom829WBxfJoYztbTn1","Scott","Male","2011-08-20","08:08:00",37385,"8.226",True,"Business Development",100719
"7q6TU7cIlwMPF3oyWo3mn","Paula","Female","1983-05-21","11:42:00",58423,"10.833",False,"Business Development",100720
"Ga3atO5XPVTNqq89JEmXF","Teresa","Female","2013-01-22","15:17:00",113425,"11.907",True,"Human Resources",100721
"swIV7WHUme4BFAMrY0lbU","Randy","Male","2012-02-25","05:33:00",57266,"14.077",False,"Product",100722
"2SghiAvfKKm5TY7jX9qAJ","Joe","Male","1980-01-19","16:06:00",119667,"1.148",True,"Finance",100723
"Bjo2KqmqKHCqJJOTxryrE","Sarah","Female","2014-08-17","23:08:00",127118,"11.176",False,"Legal",100724
"fiUv4DlwZeKSBktJI2YhV","Beverly","Female","1986-10-17","00:51:00",80838,"8.115",False,"Engineering",100725
"zvhUCBty80QwmnAFNqKEB","Jeffrey","Male","1984-02-03","13:26:00",70990,"15.901",True,"Sales",100726
"yPlXeu2oH7JOeijpdbYcN","Gloria","Female","1987-10-24","04:43:00",39833,"9.631",False,"Engineering",100727
"r1RACCoa74GWrFLmUQkAM","Albert","Male","1992-09-19","02:35:00",45094,"5.850",True,"Business Development",100728
"kZkM0rj5YTX1PcfRJ90qV","Stephen","Male","1989-10-29","23:34:00",93997,"18.093",True,"Business Development",100729
"iXrfuPdY9vvACp1JTwNda","Jonathan","Male","2013-08-21","00:45:00",121797,"16.923",False,"Product",100730
"L8YgH4ougboLjcGMspt6L","Ann","Female","1994-09-23","11:15:00",89443,"17.940",True,"Sales",100731
"bGxukBQmsGxEfMzfYlfWX","Bruce","Male","1980-05-07","20:00:00",35802,"12.391",True,"Sales",100732
"8JxYeVfJR25ulcGjz5aHx","Catherine","Female","1989-09-25","01:31:00",68164,"18.393",False,"Client Services",100733
"pqZttvkRq9YF1vRBgZtoc","Louis","Male","2011-08-16","17:19:00",93022,"9.146",True,"Human Resources",100734
"8FX3EAltV3emeSMwX7Ls4","Thomas","Male","2016-03-12","15:10:00",105681,"19.572",False,"Engineering",100735
"mOvgkefH74syzwDdCXaGO","Louise","Female","1995-03-27","22:27:00",43050,"11.671",False,"Distribution",100736
"dBvFCOhJPUIiezghVQ5BT","Linda","Female","2010-02-04","20:49:00",44486,"17.308",True,"Engineering",100737
"AX3vqvocFDuMijNcNebo8","Alice","Female","1988-09-03","20:54:00",63571,"15.397",True,"Product",100738
"10Ft73SdpmNYDPtVhvYV0","Patrick","Male","2002-12-30","02:01:00",75423,"5.368",True,"Business Development",100739
"73xA9pcyoe3CvgThFVpLH","Russell","Male","2013-05-10","23:08:00",137359,"11.105",False,"Business Development",100740
"KGHumlbQWjlvg8luwAYtV","Harry","Male","2011-08-30","18:31:00",67656,"16.455",True,"Client Services",100741
"YOLnzuOCM6HouDTiNS7sn","Susan","Female","1995-04-07","22:05:00",92436,"12.467",False,"Sales",100742
"tjej3KnDA3CiUkAja46wd","Denise","Female","1992-10-19","05:42:00",137954,"4.195",True,"Legal",100743
"nVHFZAlX2SLdZh73GR0U4","Sarah","Female","1995-12-04","09:16:00",124566,"5.949",False,"Product",100744
"uLgZ1i2vCgkdx5cMynjkT","Sean","Male","1983-01-17","14:23:00",66146,"11.178",False,"Human Resources",100745
"m0PzU2zkns72ODBUFmy9x","Ernest","Male","2013-07-20","06:41:00",142935,"13.198",True,"Product",100746
"lTJHaY005f524ywOJg2J0","Kimberly","Female","2013-01-26","00:57:00",46233,"8.862",True,"Engineering",100747
"5fweaQzr9mfBYzyUvAswF","James","Male","1993-01-15","17:19:00",148985,"19.280",False,"Legal",100748
"XThfG8lkg8IR63wwYcSab","Rose","Female","1982-04-06","10:43:00",91411,"8.639",True,"Human Resources",100749
"RQlRQsFyPoKhRgRiGNXNi","John","Male","1982-12-23","22:35:00",146907,"11.738",False,"Engineering",100750
"jCyqtDZ2IT6HU5IUFuitn","Maria","Female","2011-10-15","16:53:00",43455,"13.040",False,"Engineering",100751
"pQuwcbLMxw0u87IYD8Lf6","Donna","Female","1982-11-26","07:04:00",82871,"17.999",False,"Marketing",100752
"Nc7Wfwq1Z2KRwb9HVuc2M","Gloria","Female","2014-12-08","05:08:00",136709,"10.331",True,"Finance",100753
"gw1elBDqHzrw5SLBJM52D","Alice","Female","2004-10-05","09:34:00",47638,"11.209",False,"Human Resources",100754
"HrF6h6uDg4JlWtoYHdcFz","Robin","Female","1987-07-24","13:35:00",100765,"10.982",True,"Client Services",100755
"ptyRncmTTgic9NRR6X9xw","Rose","Female","2002-08-25","05:12:00",134505,"11.051",True,"Marketing",100756
"GTZjCAuY6gbPJB9yPHb77","Anthony","Male","2011-10-16","08:35:00",112769,"11.625",True,"Finance",100757
"loFS2evb219bmAioFqpwr","Tina","Female","1997-05-15","15:53:00",56450,"19.040",True,"Engineering",100758
"zDFWyuZS1okw9BSVBKxk5","George","Male","2013-06-21","17:47:00",98874,"4.479",True,"Marketing",100759
"ZvkghhoM7u9KWVrkcAoMn","Phillip","Male","1984-01-31","06:30:00",42392,"19.675",False,"Finance",100760
"U4AF94LuQvuIPoc8MEtVH","Russell","Male","2013-05-20","12:39:00",96914,"1.421",False,"Product",100761
"SKmFE2eCsK7e8vsEN7o7f","Larry","Male","2013-04-20","16:45:00",60500,"11.985",False,"Business Development",100762
"8cMrsgVM16Rtj4UR4mW5F","Albert","Male","2012-05-15","18:24:00",129949,"10.169",True,"Sales",100763
